epoch,train_loss
174,5.446692585945129
175,5.419697642326355
176,5.418691992759705
177,5.45414400100708
178,5.397764086723328
179,5.359570503234863
180,5.318377256393433
181,5.3066166639328
182,5.265078186988831
183,5.231214880943298
184,5.224696159362793
185,5.19144606590271
186,5.1900869607925415
187,5.148952603340149
188,5.103906512260437
189,5.092054963111877
190,5.080368876457214
191,5.019979000091553
192,5.037935137748718
193,4.994171857833862
194,4.942564606666565
195,4.952360272407532
196,4.8983025550842285
197,4.920500874519348
198,4.890143871307373
199,4.874651193618774
200,4.844317317008972
201,4.847458124160767
202,4.799962878227234
203,4.767875075340271
204,4.7404526472091675
205,4.715449333190918
206,4.714267730712891
207,4.666727542877197
208,4.676440477371216
209,4.644719958305359
210,4.623143792152405
211,4.576545357704163
212,4.578697681427002
213,4.549988269805908
214,4.505204558372498
215,4.4955902099609375
216,4.493963837623596
217,4.454266905784607
218,4.415340542793274
219,4.462576627731323
220,4.418951749801636
221,4.375478386878967
222,4.376037120819092
223,4.365663409233093
224,4.31782066822052
225,4.326318264007568
226,4.299914836883545
227,4.282599091529846
228,4.25091552734375
229,4.236831784248352
230,4.239776968955994
231,4.239513993263245
232,4.34211790561676
233,4.281080484390259
234,4.215738534927368
235,4.149628400802612
236,4.141317844390869
237,4.084889769554138
238,4.074630677700043
239,4.080575525760651
240,4.059379398822784
241,4.013736963272095
242,3.99470853805542
243,3.966574192047119
244,3.9535739421844482
245,3.9031763672828674
246,3.896228551864624
247,3.8520138263702393
248,3.847532570362091
249,3.8445670008659363
250,3.8318268060684204
251,3.8164504766464233
252,3.8411391377449036
253,3.7467358112335205
254,3.7773549556732178
255,3.7588449716567993
256,3.723946213722229
257,3.7212743163108826
258,3.6995298862457275
259,3.640703499317169
260,3.638745069503784
261,3.6318925619125366
262,3.618264377117157
263,3.595632553100586
264,3.567558705806732
265,3.5649299025535583
266,3.5621806979179382
267,3.534162402153015
268,3.5263002514839172
269,3.5019471645355225
270,3.504843235015869
271,3.4921963214874268
272,3.4442968368530273
273,3.433173418045044
274,3.4195688366889954
275,3.3886189460754395
276,3.356301784515381
277,3.336042582988739
278,3.344725787639618
279,3.3256614208221436
280,3.2981452345848083
281,3.293508231639862
282,3.289545238018036
283,3.274748742580414
284,3.2661529779434204
285,3.2426204681396484
286,3.2136536836624146
287,3.196154534816742
288,3.2059162855148315
289,3.1885125637054443
290,3.1299631595611572
291,3.1006128191947937
292,3.1131407022476196
293,3.0948509573936462
294,3.0594608187675476
295,3.048092305660248
296,3.0543354749679565
297,3.0263627767562866
298,3.013949155807495
299,2.9748951196670532
300,2.9816001653671265
301,2.966172516345978
302,2.938561499118805
303,2.9362798929214478
304,2.9261940121650696
305,2.9017465114593506
306,2.86786812543869
307,2.8774113059043884
308,2.8556557297706604
309,2.8515968322753906
310,2.8452109694480896
311,2.8660899996757507
312,2.8352845311164856
313,2.8048868775367737
314,2.774560570716858
315,2.7673285007476807
316,2.738628387451172
317,2.7394394278526306
318,2.710179030895233
319,2.709272086620331
320,2.6714394092559814
321,2.6443687081336975
322,2.614652931690216
323,2.6390018463134766
324,2.6006290912628174
325,2.586161971092224
326,2.5608864426612854
327,2.552780032157898
328,2.5493671894073486
329,2.5346782207489014
330,2.524416148662567
331,2.5299713611602783
332,2.528449833393097
333,2.4970566630363464
334,2.4829041957855225
335,2.4828364849090576
336,2.4866862893104553
337,2.489306628704071
338,2.504628896713257
339,2.8484984040260315
340,2.8978444933891296
341,2.6626662015914917
342,2.5962778329849243
343,2.5165221095085144
344,2.4375921487808228
345,2.417401432991028
346,2.3859192728996277
347,2.3453518748283386
348,2.3234593272209167
349,2.2967535853385925
350,2.293917655944824
351,2.264208674430847
352,2.2486934065818787
353,2.2292579412460327
354,2.2137827277183533
355,2.200739800930023
356,2.177713990211487
357,2.182613730430603
358,2.1534135937690735
359,2.14453661441803
360,2.1358964443206787
361,2.114473342895508
362,2.0983188152313232
363,2.0898300409317017
364,2.087466835975647
365,2.0651342272758484
366,2.0661831498146057
367,2.033546209335327
368,2.0244675278663635
369,2.0147759318351746
370,2.004833996295929
371,1.9867296516895294
372,1.9707953929901123
373,1.9579317569732666
374,1.9494796991348267
375,1.9403763115406036
376,1.921758085489273
377,1.9086926877498627
378,1.8984014093875885
379,1.883095383644104
380,1.8759838044643402
381,1.8600264191627502
382,1.84943225979805
383,1.824111133813858
384,1.8232448101043701
385,1.7997274994850159
386,1.807472676038742
387,1.7838847935199738
388,1.778254121541977
389,1.798003911972046
390,1.782093107700348
391,1.7692041397094727
392,1.7514336705207825
393,1.746105134487152
394,1.720797747373581
395,1.7136157155036926
396,1.6953365802764893
397,1.6815942227840424
398,1.6707842648029327
399,1.6627884209156036
400,1.6456747651100159
401,1.6166326999664307
402,1.6117144525051117
403,1.6030488312244415
404,1.6033260822296143
405,1.5766652524471283
406,1.5568390190601349
407,1.5560477077960968
408,1.5418768525123596
409,1.5346497595310211
410,1.517961174249649
411,1.5117869973182678
412,1.5076862275600433
413,1.5051043033599854
414,1.4810190498828888
415,1.503214716911316
416,1.4906662106513977
417,1.4742375314235687
418,1.4670915007591248
419,1.4485124945640564
420,1.4381777346134186
421,1.416571855545044
422,1.4111449420452118
423,1.3907276093959808
424,1.3685322105884552
425,1.3615034222602844
426,1.367000788450241
427,1.333255022764206
428,1.3296396732330322
429,1.3075596690177917
430,1.311632364988327
431,1.2931829690933228
432,1.2951152324676514
433,1.2698584496974945
434,1.2616974711418152
435,1.256087303161621
436,1.2387558817863464
437,1.2340168356895447
438,1.2397013306617737
439,1.2370996475219727
440,1.2407829463481903
441,1.214627891778946
442,1.2054051458835602
443,1.2099692821502686
444,1.1984446048736572
445,1.1956821978092194
446,1.1758367717266083
447,1.1671218276023865
448,1.1577264964580536
449,1.1451185941696167
450,1.144249826669693
